"1","410-ICM-42670-P","6 axis IMU","5.53","No","Mouser"
"2","485-261","2mm JST female connector 2P","0.69516","No","Mouser"
"2","538-218112-0204","1.25mm JST female connector 2P","1.78","No","Mouser"
"2","595-TLV74333PDBVR","IC REG LINEAR 3.3V 300MA SOT23-5","0.34295","No","Mouser"
"2","621-B260-F","Zener Diode","0.40783","No","Mouser"
"2","710-150080RS75000","SMD mono-color Chip LED, WL-SMCW, Red","0.17611","No","Mouser"
"3","621-BAT46W-7-F","Zener Diode","0.38002","No","Mouser"
