"2","455-1749-2-ND","Male Header, Pitch 2 mm, 1 x 2 Position, Height 5.5 mm, -25 to 85 degC, RoHS, Tape and Reel","0.49125","No","Digikey"
"2","4530-BSS138CT-ND","MOSFET N-CH 50V 220MA SOT-23","0.16","No","Digikey"
